,indicator,year,sex,race_ethnicity,value,place,95pc_con_lvl-low,95pc_con_lvl-high
4180,"Asthma Emergency Department Visit Rate (Age-Adjusted; Per 10,000)",2011,Both,Black,238.8,"Chicago, Il",235.5,242.1
4181,"Asthma Emergency Department Visit Rate (Age-Adjusted; Per 10,000)",2011,Both,Black,298.4,"Las Vegas (Clark County), NV",290.8,306.0
4184,"Asthma Emergency Department Visit Rate (Age-Adjusted; Per 10,000)",2011,Both,Hispanic,60.6,"Chicago, Il",58.8,62.4
4186,"Asthma Emergency Department Visit Rate (Age-Adjusted; Per 10,000)",2011,Both,Hispanic,68.7,"Las Vegas (Clark County), NV",66.6,70.7
4191,"Asthma Emergency Department Visit Rate (Age-Adjusted; Per 10,000)",2011,Both,Other,112.6,"Las Vegas (Clark County), NV",104.9,120.3
4193,"Asthma Emergency Department Visit Rate (Age-Adjusted; Per 10,000)",2011,Both,White,24.9,"Chicago, Il",23.6,26.2
4197,"Asthma Emergency Department Visit Rate (Age-Adjusted; Per 10,000)",2011,Both,White,110.7,"Las Vegas (Clark County), NV",108.5,112.9
4200,"Asthma Emergency Department Visit Rate (Age-Adjusted; Per 10,000)",2011,Female,All,101.5,"Chicago, Il",99.7,103.2
4203,"Asthma Emergency Department Visit Rate (Age-Adjusted; Per 10,000)",2011,Female,All,134.4,"Las Vegas (Clark County), NV",132.1,136.7
4206,"Asthma Emergency Department Visit Rate (Age-Adjusted; Per 10,000)",2011,Male,All,88.9,"Las Vegas (Clark County), NV",87.0,90.7
4209,"Asthma Emergency Department Visit Rate (Age-Adjusted; Per 10,000)",2011,Male,All,114.8,"Chicago, Il",113.0,116.7
4216,"Asthma Emergency Department Visit Rate (Age-Adjusted; Per 10,000)",2012,Both,All,99.0,"Oakland (Alameda County), CA",95.9,102.1
4220,"Asthma Emergency Department Visit Rate (Age-Adjusted; Per 10,000)",2012,Both,All,119.7,"Las Vegas (Clark County), NV",118.2,121.2
4226,"Asthma Emergency Department Visit Rate (Age-Adjusted; Per 10,000)",2012,Both,Asian/PI,24.7,"Oakland (Alameda County), CA",20.9,28.6
4228,"Asthma Emergency Department Visit Rate (Age-Adjusted; Per 10,000)",2012,Both,Asian/PI,52.3,"Las Vegas (Clark County), NV",48.8,55.8
4235,"Asthma Emergency Department Visit Rate (Age-Adjusted; Per 10,000)",2012,Both,Black,271.2,"Oakland (Alameda County), CA",260.9,281.6
4236,"Asthma Emergency Department Visit Rate (Age-Adjusted; Per 10,000)",2012,Both,Black,350.6,"Las Vegas (Clark County), NV",342.4,358.8
4239,"Asthma Emergency Department Visit Rate (Age-Adjusted; Per 10,000)",2012,Both,Hispanic,46.5,"Oakland (Alameda County), CA",42.1,50.8
4242,"Asthma Emergency Department Visit Rate (Age-Adjusted; Per 10,000)",2012,Both,Hispanic,72.7,"Las Vegas (Clark County), NV",70.5,74.8
4248,"Asthma Emergency Department Visit Rate (Age-Adjusted; Per 10,000)",2012,Both,Other,138.7,"Las Vegas (Clark County), NV",129.9,147.4
4251,"Asthma Emergency Department Visit Rate (Age-Adjusted; Per 10,000)",2012,Both,White,33.2,"Oakland (Alameda County), CA",29.3,37.0
4256,"Asthma Emergency Department Visit Rate (Age-Adjusted; Per 10,000)",2012,Both,White,112.8,"Las Vegas (Clark County), NV",110.5,115.0
4265,"Asthma Emergency Department Visit Rate (Age-Adjusted; Per 10,000)",2012,Female,All,108.3,"Oakland (Alameda County), CA",103.8,112.9
4268,"Asthma Emergency Department Visit Rate (Age-Adjusted; Per 10,000)",2012,Female,All,142.7,"Las Vegas (Clark County), NV",140.3,145.0
4275,"Asthma Emergency Department Visit Rate (Age-Adjusted; Per 10,000)",2012,Male,All,89.1,"Oakland (Alameda County), CA",84.9,93.3
4277,"Asthma Emergency Department Visit Rate (Age-Adjusted; Per 10,000)",2012,Male,All,97.1,"Las Vegas (Clark County), NV",95.2,99.1
4288,"Asthma Emergency Department Visit Rate (Age-Adjusted; Per 10,000)",2013,Both,All,103.0,"Oakland (Alameda County), CA",99.9,106.1
4291,"Asthma Emergency Department Visit Rate (Age-Adjusted; Per 10,000)",2013,Both,All,119.5,"Las Vegas (Clark County), NV",118.0,121.0
4297,"Asthma Emergency Department Visit Rate (Age-Adjusted; Per 10,000)",2013,Both,Asian/PI,26.5,"Oakland (Alameda County), CA",22.4,30.6
4299,"Asthma Emergency Department Visit Rate (Age-Adjusted; Per 10,000)",2013,Both,Asian/PI,48.3,"Las Vegas (Clark County), NV",44.9,51.6
4306,"Asthma Emergency Department Visit Rate (Age-Adjusted; Per 10,000)",2013,Both,Black,265.5,"Oakland (Alameda County), CA",255.4,275.7
4307,"Asthma Emergency Department Visit Rate (Age-Adjusted; Per 10,000)",2013,Both,Black,356.1,"Las Vegas (Clark County), NV",347.8,364.3
4312,"Asthma Emergency Department Visit Rate (Age-Adjusted; Per 10,000)",2013,Both,Hispanic,61.3,"Las Vegas (Clark County), NV",59.3,63.3
4313,"Asthma Emergency Department Visit Rate (Age-Adjusted; Per 10,000)",2013,Both,Hispanic,63.6,"Oakland (Alameda County), CA",58.1,69.1
4318,"Asthma Emergency Department Visit Rate (Age-Adjusted; Per 10,000)",2013,Both,Other,239.8,"Las Vegas (Clark County), NV",228.6,250.9
4322,"Asthma Emergency Department Visit Rate (Age-Adjusted; Per 10,000)",2013,Both,White,31.3,"Oakland (Alameda County), CA",27.6,34.9
4327,"Asthma Emergency Department Visit Rate (Age-Adjusted; Per 10,000)",2013,Both,White,110.4,"Las Vegas (Clark County), NV",108.2,112.5
4337,"Asthma Emergency Department Visit Rate (Age-Adjusted; Per 10,000)",2013,Female,All,109.2,"Oakland (Alameda County), CA",104.6,113.7
4339,"Asthma Emergency Department Visit Rate (Age-Adjusted; Per 10,000)",2013,Female,All,146.1,"Las Vegas (Clark County), NV",143.7,148.5
4347,"Asthma Emergency Department Visit Rate (Age-Adjusted; Per 10,000)",2013,Male,All,93.1,"Las Vegas (Clark County), NV",91.2,95.0
4348,"Asthma Emergency Department Visit Rate (Age-Adjusted; Per 10,000)",2013,Male,All,96.0,"Oakland (Alameda County), CA",91.6,100.3
4359,"Asthma Emergency Department Visit Rate (Age-Adjusted; Per 10,000)",2014,Both,All,101.9,"Oakland (Alameda County), CA",98.8,105.0
4362,"Asthma Emergency Department Visit Rate (Age-Adjusted; Per 10,000)",2014,Both,All,167.1,"Las Vegas (Clark County), NV",165.2,168.9
4367,"Asthma Emergency Department Visit Rate (Age-Adjusted; Per 10,000)",2014,Both,Asian/PI,26.2,"Oakland (Alameda County), CA",22.1,30.2
4369,"Asthma Emergency Department Visit Rate (Age-Adjusted; Per 10,000)",2014,Both,Asian/PI,64.4,"Las Vegas (Clark County), NV",60.5,68.3
4376,"Asthma Emergency Department Visit Rate (Age-Adjusted; Per 10,000)",2014,Both,Black,268.1,"Oakland (Alameda County), CA",257.8,278.5
4377,"Asthma Emergency Department Visit Rate (Age-Adjusted; Per 10,000)",2014,Both,Black,528.7,"Las Vegas (Clark County), NV",518.6,538.8
4383,"Asthma Emergency Department Visit Rate (Age-Adjusted; Per 10,000)",2014,Both,Hispanic,65.7,"Oakland (Alameda County), CA",60.4,71.1
4384,"Asthma Emergency Department Visit Rate (Age-Adjusted; Per 10,000)",2014,Both,Hispanic,97.5,"Las Vegas (Clark County), NV",95.0,100.1
4389,"Asthma Emergency Department Visit Rate (Age-Adjusted; Per 10,000)",2014,Both,Other,315.6,"Las Vegas (Clark County), NV",302.2,329.1
4392,"Asthma Emergency Department Visit Rate (Age-Adjusted; Per 10,000)",2014,Both,White,27.0,"Oakland (Alameda County), CA",23.6,30.5
4397,"Asthma Emergency Department Visit Rate (Age-Adjusted; Per 10,000)",2014,Both,White,143.6,"Las Vegas (Clark County), NV",141.1,146.0
4406,"Asthma Emergency Department Visit Rate (Age-Adjusted; Per 10,000)",2014,Female,All,99.8,"Oakland (Alameda County), CA",95.5,104.2
4409,"Asthma Emergency Department Visit Rate (Age-Adjusted; Per 10,000)",2014,Female,All,208.0,"Las Vegas (Clark County), NV",205.1,210.9
4418,"Asthma Emergency Department Visit Rate (Age-Adjusted; Per 10,000)",2014,Male,All,103.3,"Oakland (Alameda County), CA",98.9,107.8
4421,"Asthma Emergency Department Visit Rate (Age-Adjusted; Per 10,000)",2014,Male,All,126.9,"Las Vegas (Clark County), NV",124.7,129.1
4426,"Asthma Emergency Department Visit Rate (Age-Adjusted; Per 10,000)",2015,Both,All,158.4,"Las Vegas (Clark County), NV",156.6,160.1
4429,"Asthma Emergency Department Visit Rate (Age-Adjusted; Per 10,000)",2015,Both,Asian/PI,65.9,"Las Vegas (Clark County), NV",62.0,69.9
4433,"Asthma Emergency Department Visit Rate (Age-Adjusted; Per 10,000)",2015,Both,Black,510.2,"Las Vegas (Clark County), NV",500.4,520.1
4436,"Asthma Emergency Department Visit Rate (Age-Adjusted; Per 10,000)",2015,Both,Hispanic,99.0,"Las Vegas (Clark County), NV",96.4,101.5
4439,"Asthma Emergency Department Visit Rate (Age-Adjusted; Per 10,000)",2015,Both,Other,270.3,"Las Vegas (Clark County), NV",257.9,282.7
4443,"Asthma Emergency Department Visit Rate (Age-Adjusted; Per 10,000)",2015,Both,White,131.4,"Las Vegas (Clark County), NV",129.0,133.7
4448,"Asthma Emergency Department Visit Rate (Age-Adjusted; Per 10,000)",2015,Female,All,194.5,"Las Vegas (Clark County), NV",191.7,197.3
4453,"Asthma Emergency Department Visit Rate (Age-Adjusted; Per 10,000)",2015,Male,All,122.7,"Las Vegas (Clark County), NV",120.5,124.9
4454,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,All,10.4,"Las Vegas (Clark County), NV",8.9,11.9
4455,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,All,12.0,"San Francisco, CA",10.7,13.4
4459,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,All,16.4,"Seattle, WA",13.2,20.3
4460,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,All,17.5,"Indianapolis (Marion County), IN",14.8,20.6
4462,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,All,19.1,"San Diego County, CA",17.5,20.7
4467,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,All,21.6,"Philadelphia, PA",19.3,24.0
4469,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,All,23.0,"Oakland (Alameda County), CA",18.4,28.4
4470,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,All,24.7,"San Antonio, TX",22.2,27.3
4473,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,All,25.9,"Columbus, OH",21.5,30.4
4481,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Asian/PI,6.4,"Las Vegas (Clark County), NV",2.0,10.8
4483,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Asian/PI,10.5,"San Francisco, CA",8.7,12.6
4486,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Asian/PI,13.6,"Seattle, WA",7.0,25.9
4488,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Asian/PI,16.4,"Oakland (Alameda County), CA",9.4,26.7
4489,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Asian/PI,19.8,"San Diego County, CA",14.9,25.8
4495,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Black,21.3,"Las Vegas (Clark County), NV",13.5,29.0
4497,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Black,27.6,"Philadelphia, PA",23.4,31.7
4504,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Black,36.4,"San Francisco, CA",28.2,46.5
4507,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Black,40.0,"Oakland (Alameda County), CA",29.6,52.9
4508,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Black,40.0,"Seattle, WA",22.0,67.2
4510,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Black,41.1,"San Antonio, TX",29.1,56.5
4513,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Black,43.2,"Columbus, OH",32.7,56.0
4515,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Black,56.3,"San Diego County, CA",42.2,73.7
4518,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Hispanic,10.7,"Las Vegas (Clark County), NV",6.6,14.8
4519,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Hispanic,15.8,"San Francisco, CA",11.4,21.4
4527,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Hispanic,29.7,"Philadelphia, PA",17.8,41.6
4528,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Hispanic,30.5,"San Diego County, CA",25.4,35.6
4530,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Hispanic,35.2,"San Antonio, TX",30.6,39.8
4546,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,White,8.6,"San Francisco, CA",6.9,10.6
4547,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,White,10.0,"Las Vegas (Clark County), NV",8.2,11.8
4548,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,White,11.3,"Oakland (Alameda County), CA",6.0,19.3
4552,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,White,13.9,"San Antonio, TX",11.2,17.0
4553,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,White,14.4,"Seattle, WA",10.9,19.0
4554,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,White,14.6,"San Diego County, CA",12.9,16.2
4555,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,White,16.3,"Indianapolis (Marion County), IN",13.3,19.9
4562,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,White,19.5,"Philadelphia, PA",16.4,22.6
4563,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,White,20.8,"Columbus, OH",16.4,26.1
4566,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Female,All,7.9,"Las Vegas (Clark County), NV",6.1,9.7
4568,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Female,All,11.3,"San Francisco, CA",9.7,13.2
4569,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Female,All,13.4,"Seattle, WA",9.6,18.5
4571,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Female,All,14.8,"San Diego County, CA",13.0,16.7
4572,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Female,All,15.0,"Indianapolis (Marion County), IN",11.8,19.0
4578,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Female,All,17.9,"Philadelphia, PA",15.2,20.6
4580,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Female,All,20.3,"San Antonio, TX",17.3,23.4
4582,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Female,All,21.6,"Oakland (Alameda County), CA",15.9,28.6
4584,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Female,All,23.9,"Columbus, OH",18.7,30.2
4587,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Male,All,12.8,"Las Vegas (Clark County), NV",10.4,15.2
4588,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Male,All,12.9,"San Francisco, CA",10.9,15.1
4592,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Male,All,20.6,"Seattle, WA",15.1,27.7
4593,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Male,All,21.1,"Indianapolis (Marion County), IN",16.5,26.6
4596,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Male,All,24.6,"Oakland (Alameda County), CA",17.5,33.7
4597,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Male,All,24.6,"San Diego County, CA",21.9,27.3
4602,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Male,All,26.6,"Philadelphia, PA",22.5,30.6
4604,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Male,All,28.8,"Columbus, OH",22.1,36.9
4607,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Male,All,30.0,"San Antonio, TX",25.7,34.3
4609,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,All,13.2,"Las Vegas (Clark County), NV",11.5,14.9
4612,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,All,18.1,"Indianapolis (Marion County), IN",15.4,21.3
4614,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,All,18.8,"San Diego County, CA",17.3,20.4
4626,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,All,25.3,"Portland (Multnomah County), OR",21.5,29.2
4630,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,All,26.9,"Philadelphia, PA",24.4,29.5
4633,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,All,33.1,"Columbus, OH",28.1,38.1
4640,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Asian/PI,6.7,"Las Vegas (Clark County), NV",2.8,10.7
4649,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Asian/PI,21.7,"Philadelphia, PA",9.9,33.5
4652,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Asian/PI,24.2,"San Diego County, CA",18.9,30.5
4656,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Black,25.9,"Las Vegas (Clark County), NV",17.8,34.0
4662,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Black,29.5,"Indianapolis (Marion County), IN",22.2,38.7
4666,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Black,34.5,"Philadelphia, PA",29.9,39.0
4675,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Black,40.9,"San Diego County, CA",29.5,55.3
4678,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Black,55.5,"Columbus, OH",43.6,69.7
4682,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Hispanic,14.1,"Las Vegas (Clark County), NV",9.1,19.2
4688,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Hispanic,22.8,"Philadelphia, PA",12.5,33.0
4693,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Hispanic,27.5,"San Diego County, CA",22.8,32.2
4703,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Other,2.0,"Las Vegas (Clark County), NV",0.0,6.0
4709,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,White,12.8,"Las Vegas (Clark County), NV",10.8,14.9
4716,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,White,14.8,"San Diego County, CA",13.1,16.5
4718,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,White,15.7,"Indianapolis (Marion County), IN",12.7,19.3
4725,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,White,22.3,"Philadelphia, PA",19.1,25.4
4727,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,White,23.9,"Portland (Multnomah County), OR",20.0,27.9
4729,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,White,26.4,"Columbus, OH",21.4,32.2
4732,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Female,All,11.9,"Las Vegas (Clark County), NV",9.7,14.1
4738,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Female,All,15.9,"San Diego County, CA",14.0,17.8
4741,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Female,All,17.0,"Indianapolis (Marion County), IN",13.5,21.2
4747,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Female,All,18.5,"Portland (Multnomah County), OR",14.4,23.4
4753,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Female,All,23.6,"Philadelphia, PA",20.5,26.7
4756,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Female,All,28.2,"Columbus, OH",22.5,34.9
4759,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Male,All,19.7,"Indianapolis (Marion County), IN",15.4,25.0
4762,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Male,All,22.1,"San Diego County, CA",19.6,24.6
4775,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Male,All,31.5,"Philadelphia, PA",27.2,35.9
4779,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Male,All,35.0,"Portland (Multnomah County), OR",27.9,42.1
4782,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Male,All,39.8,"Columbus, OH",32.0,49.0
4783,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Both,All,14.5,"Las Vegas (Clark County), NV",12.7,16.2
4787,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Both,All,20.1,"San Diego County, CA",18.5,21.7
4795,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Both,All,22.2,"Philadelphia, PA",19.9,24.5
4799,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Both,All,23.5,"Indianapolis (Marion County), IN",20.3,27.1
4800,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Both,All,24.2,"Portland (Multnomah County), OR",20.5,27.8
4806,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Both,All,33.7,"Columbus, OH",28.7,38.8
4808,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Both,All,70.4,"Oakland (Alameda County), CA",57.5,83.3
4816,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Both,Asian/PI,14.1,"Las Vegas (Clark County), NV",8.1,20.2
4820,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Both,Asian/PI,18.7,"San Diego County, CA",14.4,23.9
4824,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Both,Asian/PI,27.9,"Oakland (Alameda County), CA",18.2,40.9
4833,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Both,Black,30.3,"Philadelphia, PA",26.1,34.6
4835,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Both,Black,33.2,"San Diego County, CA",23.1,46.2
4836,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Both,Black,33.5,"Las Vegas (Clark County), NV",23.7,43.3
4847,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Both,Black,43.3,"Indianapolis (Marion County), IN",34.1,54.3
4851,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Both,Black,47.6,"Columbus, OH",37.0,60.4
4852,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Both,Black,48.6,"Oakland (Alameda County), CA",37.2,62.4
4853,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Both,Black,51.5,"Portland (Multnomah County), OR",21.6,80.4
4860,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Both,Hispanic,13.4,"Las Vegas (Clark County), NV",8.7,18.1
4865,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Both,Hispanic,24.9,"Philadelphia, PA",14.5,35.3
4869,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Both,Hispanic,31.8,"San Diego County, CA",26.8,36.8
4871,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Both,Hispanic,34.0,"Oakland (Alameda County), CA",17.6,59.4
4881,"Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Both,Other,8.8,"Las Vegas (Clark County), NV",0.0,18.8
