,indicator,year,sex,race_ethnicity,value,place,95pc_con_lvl-low,95pc_con_lvl-high
21196,"Firearm-Related Emergency Department Visit Rate (Age-Adjusted; Per 10,000 people)",2011,Both,Asian/PI,0.2,"Chicago, Il",0.0,0.5
21197,"Firearm-Related Emergency Department Visit Rate (Age-Adjusted; Per 10,000 people)",2011,Both,Asian/PI,0.2,"Las Vegas (Clark County), NV",0.0,0.4
21203,"Firearm-Related Emergency Department Visit Rate (Age-Adjusted; Per 10,000 people)",2011,Both,Black,3.4,"Las Vegas (Clark County), NV",2.6,4.1
21205,"Firearm-Related Emergency Department Visit Rate (Age-Adjusted; Per 10,000 people)",2011,Both,Black,11.4,"Chicago, Il",10.6,12.1
21209,"Firearm-Related Emergency Department Visit Rate (Age-Adjusted; Per 10,000 people)",2011,Both,Hispanic,0.9,"Las Vegas (Clark County), NV",0.7,1.1
21210,"Firearm-Related Emergency Department Visit Rate (Age-Adjusted; Per 10,000 people)",2011,Both,Hispanic,2.3,"Chicago, Il",1.9,2.6
21213,"Firearm-Related Emergency Department Visit Rate (Age-Adjusted; Per 10,000 people)",2011,Both,Other,0.7,"Las Vegas (Clark County), NV",0.1,1.2
21218,"Firearm-Related Emergency Department Visit Rate (Age-Adjusted; Per 10,000 people)",2011,Both,White,0.6,"Chicago, Il",0.4,0.7
21219,"Firearm-Related Emergency Department Visit Rate (Age-Adjusted; Per 10,000 people)",2011,Both,White,0.9,"Las Vegas (Clark County), NV",0.7,1.1
21224,"Firearm-Related Emergency Department Visit Rate (Age-Adjusted; Per 10,000 people)",2011,Female,All,0.3,"Las Vegas (Clark County), NV",0.2,0.4
21226,"Firearm-Related Emergency Department Visit Rate (Age-Adjusted; Per 10,000 people)",2011,Female,All,1.0,"Chicago, Il",0.9,1.2
21231,"Firearm-Related Emergency Department Visit Rate (Age-Adjusted; Per 10,000 people)",2011,Male,All,1.9,"Las Vegas (Clark County), NV",1.6,2.2
21234,"Firearm-Related Emergency Department Visit Rate (Age-Adjusted; Per 10,000 people)",2011,Male,All,8.0,"Chicago, Il",7.6,8.5
21239,"Firearm-Related Emergency Department Visit Rate (Age-Adjusted; Per 10,000 people)",2012,Both,All,1.2,"Las Vegas (Clark County), NV",1.0,1.3
21244,"Firearm-Related Emergency Department Visit Rate (Age-Adjusted; Per 10,000 people)",2012,Both,All,7.2,"Oakland (Alameda County), CA",6.4,8.0
21247,"Firearm-Related Emergency Department Visit Rate (Age-Adjusted; Per 10,000 people)",2012,Both,Asian/PI,0.2,"Las Vegas (Clark County), NV",0.0,0.4
21250,"Firearm-Related Emergency Department Visit Rate (Age-Adjusted; Per 10,000 people)",2012,Both,Asian/PI,1.8,"Oakland (Alameda County), CA",1.0,2.9
21254,"Firearm-Related Emergency Department Visit Rate (Age-Adjusted; Per 10,000 people)",2012,Both,Black,3.9,"Las Vegas (Clark County), NV",3.1,4.8
21258,"Firearm-Related Emergency Department Visit Rate (Age-Adjusted; Per 10,000 people)",2012,Both,Black,20.2,"Oakland (Alameda County), CA",17.4,23.0
21263,"Firearm-Related Emergency Department Visit Rate (Age-Adjusted; Per 10,000 people)",2012,Both,Hispanic,0.7,"Las Vegas (Clark County), NV",0.5,0.8
21266,"Firearm-Related Emergency Department Visit Rate (Age-Adjusted; Per 10,000 people)",2012,Both,Hispanic,4.0,"Oakland (Alameda County), CA",2.9,5.2
21267,"Firearm-Related Emergency Department Visit Rate (Age-Adjusted; Per 10,000 people)",2012,Both,Other,1.1,"Las Vegas (Clark County), NV",0.4,1.8
21274,"Firearm-Related Emergency Department Visit Rate (Age-Adjusted; Per 10,000 people)",2012,Both,White,1.0,"Las Vegas (Clark County), NV",0.8,1.2
21275,"Firearm-Related Emergency Department Visit Rate (Age-Adjusted; Per 10,000 people)",2012,Both,White,1.2,"Oakland (Alameda County), CA",0.6,2.1
21282,"Firearm-Related Emergency Department Visit Rate (Age-Adjusted; Per 10,000 people)",2012,Female,All,0.4,"Las Vegas (Clark County), NV",0.3,0.5
21287,"Firearm-Related Emergency Department Visit Rate (Age-Adjusted; Per 10,000 people)",2012,Female,All,1.7,"Oakland (Alameda County), CA",1.2,2.3
21293,"Firearm-Related Emergency Department Visit Rate (Age-Adjusted; Per 10,000 people)",2012,Male,All,2.0,"Las Vegas (Clark County), NV",1.7,2.2
21305,"Firearm-Related Emergency Department Visit Rate (Age-Adjusted; Per 10,000 people)",2013,Both,All,1.3,"Las Vegas (Clark County), NV",1.1,1.4
21310,"Firearm-Related Emergency Department Visit Rate (Age-Adjusted; Per 10,000 people)",2013,Both,All,6.7,"Oakland (Alameda County), CA",5.9,7.5
21313,"Firearm-Related Emergency Department Visit Rate (Age-Adjusted; Per 10,000 people)",2013,Both,Asian/PI,0.4,"Las Vegas (Clark County), NV",0.1,0.7
21322,"Firearm-Related Emergency Department Visit Rate (Age-Adjusted; Per 10,000 people)",2013,Both,Black,16.3,"Oakland (Alameda County), CA",13.8,18.8
21325,"Firearm-Related Emergency Department Visit Rate (Age-Adjusted; Per 10,000 people)",2013,Both,Hispanic,0.4,"Las Vegas (Clark County), NV",0.2,0.5
21330,"Firearm-Related Emergency Department Visit Rate (Age-Adjusted; Per 10,000 people)",2013,Both,Hispanic,5.7,"Oakland (Alameda County), CA",4.4,7.2
21332,"Firearm-Related Emergency Department Visit Rate (Age-Adjusted; Per 10,000 people)",2013,Both,Other,2.8,"Las Vegas (Clark County), NV",1.6,4.1
21338,"Firearm-Related Emergency Department Visit Rate (Age-Adjusted; Per 10,000 people)",2013,Both,White,1.0,"Las Vegas (Clark County), NV",0.8,1.3
21339,"Firearm-Related Emergency Department Visit Rate (Age-Adjusted; Per 10,000 people)",2013,Both,White,1.3,"Oakland (Alameda County), CA",0.7,2.1
21345,"Firearm-Related Emergency Department Visit Rate (Age-Adjusted; Per 10,000 people)",2013,Female,All,0.3,"Las Vegas (Clark County), NV",0.2,0.5
21350,"Firearm-Related Emergency Department Visit Rate (Age-Adjusted; Per 10,000 people)",2013,Female,All,1.6,"Oakland (Alameda County), CA",1.1,2.2
21357,"Firearm-Related Emergency Department Visit Rate (Age-Adjusted; Per 10,000 people)",2013,Male,All,2.2,"Las Vegas (Clark County), NV",1.9,2.5
21363,"Firearm-Related Emergency Department Visit Rate (Age-Adjusted; Per 10,000 people)",2013,Male,All,12.0,"Oakland (Alameda County), CA",10.5,13.6
21369,"Firearm-Related Emergency Department Visit Rate (Age-Adjusted; Per 10,000 people)",2014,Both,All,1.6,"Las Vegas (Clark County), NV",1.4,1.8
21375,"Firearm-Related Emergency Department Visit Rate (Age-Adjusted; Per 10,000 people)",2014,Both,All,5.4,"Oakland (Alameda County), CA",4.7,6.1
21377,"Firearm-Related Emergency Department Visit Rate (Age-Adjusted; Per 10,000 people)",2014,Both,Asian/PI,0.2,"Las Vegas (Clark County), NV",0.0,0.5
21386,"Firearm-Related Emergency Department Visit Rate (Age-Adjusted; Per 10,000 people)",2014,Both,Black,16.5,"Oakland (Alameda County), CA",13.9,19.0
21391,"Firearm-Related Emergency Department Visit Rate (Age-Adjusted; Per 10,000 people)",2014,Both,Hispanic,1.0,"Las Vegas (Clark County), NV",0.8,1.3
21394,"Firearm-Related Emergency Department Visit Rate (Age-Adjusted; Per 10,000 people)",2014,Both,Hispanic,3.9,"Oakland (Alameda County), CA",2.8,5.3
21397,"Firearm-Related Emergency Department Visit Rate (Age-Adjusted; Per 10,000 people)",2014,Both,Other,3.4,"Las Vegas (Clark County), NV",2.1,4.6
21402,"Firearm-Related Emergency Department Visit Rate (Age-Adjusted; Per 10,000 people)",2014,Both,White,1.1,"Las Vegas (Clark County), NV",0.8,1.3
21408,"Firearm-Related Emergency Department Visit Rate (Age-Adjusted; Per 10,000 people)",2014,Female,All,0.5,"Las Vegas (Clark County), NV",0.3,0.6
21413,"Firearm-Related Emergency Department Visit Rate (Age-Adjusted; Per 10,000 people)",2014,Female,All,1.6,"Oakland (Alameda County), CA",1.1,2.2
21419,"Firearm-Related Emergency Department Visit Rate (Age-Adjusted; Per 10,000 people)",2014,Male,All,2.7,"Las Vegas (Clark County), NV",2.4,3.1
21425,"Firearm-Related Emergency Department Visit Rate (Age-Adjusted; Per 10,000 people)",2014,Male,All,9.3,"Oakland (Alameda County), CA",8.0,10.7
21429,"Firearm-Related Emergency Department Visit Rate (Age-Adjusted; Per 10,000 people)",2015,Both,All,1.5,"Las Vegas (Clark County), NV",1.3,1.6
21431,"Firearm-Related Emergency Department Visit Rate (Age-Adjusted; Per 10,000 people)",2015,Both,All,9.2,"Portland (Multnomah County), OR",7.2,11.5
21433,"Firearm-Related Emergency Department Visit Rate (Age-Adjusted; Per 10,000 people)",2015,Both,Asian/PI,0.4,"Las Vegas (Clark County), NV",0.1,0.7
21436,"Firearm-Related Emergency Department Visit Rate (Age-Adjusted; Per 10,000 people)",2015,Both,Black,5.8,"Las Vegas (Clark County), NV",4.7,6.8
21440,"Firearm-Related Emergency Department Visit Rate (Age-Adjusted; Per 10,000 people)",2015,Both,Hispanic,1.0,"Las Vegas (Clark County), NV",0.8,1.3
21444,"Firearm-Related Emergency Department Visit Rate (Age-Adjusted; Per 10,000 people)",2015,Both,White,1.0,"Las Vegas (Clark County), NV",0.8,1.2
21445,"Firearm-Related Emergency Department Visit Rate (Age-Adjusted; Per 10,000 people)",2015,Both,White,8.3,"Portland (Multnomah County), OR",6.2,10.8
21449,"Firearm-Related Emergency Department Visit Rate (Age-Adjusted; Per 10,000 people)",2015,Female,All,0.4,"Las Vegas (Clark County), NV",0.3,0.5
21454,"Firearm-Related Emergency Department Visit Rate (Age-Adjusted; Per 10,000 people)",2015,Male,All,2.5,"Las Vegas (Clark County), NV",2.2,2.8
21456,"Firearm-Related Emergency Department Visit Rate (Age-Adjusted; Per 10,000 people)",2015,Male,All,16.2,"Portland (Multnomah County), OR",12.4,20.7
21459,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,All,5.8,"San Francisco, CA",4.9,6.9
21461,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,All,6.2,"Seattle, WA",4.4,8.7
21464,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,All,9.2,"San Antonio, TX",7.8,10.7
21470,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,All,14.4,"Las Vegas (Clark County), NV",12.7,16.1
21471,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,All,15.4,"Indianapolis (Marion County), IN",13.0,18.3
21472,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,All,16.0,"Columbus, OH",12.9,19.2
21473,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,All,17.7,"Philadelphia, PA",15.7,19.8
21474,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,All,18.9,"Oakland (Alameda County), CA",14.9,23.7
21478,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Asian/PI,2.2,"San Francisco, CA",1.3,3.7
21481,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Asian/PI,4.1,"Las Vegas (Clark County), NV",1.3,6.9
21483,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Asian/PI,9.2,"Seattle, WA",3.7,21.0
21490,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Black,16.0,"Las Vegas (Clark County), NV",10.5,21.4
21492,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Black,18.4,"San Antonio, TX",11.7,27.6
21493,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Black,18.5,"Seattle, WA",8.4,37.2
21498,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Black,28.7,"Indianapolis (Marion County), IN",22.3,36.7
21499,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Black,30.6,"Columbus, OH",23.4,39.4
21501,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Black,31.7,"Philadelphia, PA",27.5,35.9
21503,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Black,39.9,"San Francisco, CA",30.6,51.4
21505,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Black,55.9,"Oakland (Alameda County), CA",42.4,72.2
21510,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Hispanic,4.8,"San Francisco, CA",2.8,7.9
21513,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Hispanic,6.5,"San Antonio, TX",5.0,8.3
21516,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Hispanic,9.7,"Las Vegas (Clark County), NV",6.7,12.7
21521,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,Other,5.9,"Las Vegas (Clark County), NV",0.1,11.7
21528,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,White,3.4,"San Francisco, CA",2.4,4.8
21530,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,White,4.8,"Seattle, WA",3.0,7.9
21537,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,White,10.0,"Indianapolis (Marion County), IN",7.6,13.0
21538,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,White,10.1,"Philadelphia, PA",7.7,12.4
21539,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,White,10.6,"Columbus, OH",7.5,14.7
21541,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Both,White,11.1,"San Antonio, TX",8.5,14.2
21546,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Female,All,1.1,"San Francisco, CA",0.6,1.9
21549,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Female,All,2.1,"Philadelphia, PA",1.1,3.1
21553,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Female,All,3.3,"Seattle, WA",1.5,6.6
21555,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Female,All,3.4,"San Antonio, TX",2.3,4.9
21556,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Female,All,4.2,"Las Vegas (Clark County), NV",2.9,5.5
21562,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Male,All,9.1,"Seattle, WA",6.1,13.5
21565,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Male,All,10.8,"San Francisco, CA",9.0,13.0
21568,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Male,All,15.7,"San Antonio, TX",12.9,18.4
21574,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Male,All,24.9,"Las Vegas (Clark County), NV",21.8,28.1
21576,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Male,All,27.9,"Indianapolis (Marion County), IN",23.1,33.6
21577,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Male,All,28.3,"Columbus, OH",22.7,34.9
21578,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Male,All,34.9,"Philadelphia, PA",30.8,39.0
21579,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2010,Male,All,36.8,"Oakland (Alameda County), CA",28.7,46.4
21590,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,All,7.5,"Portland (Multnomah County), OR",5.6,9.7
21596,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,All,11.8,"Las Vegas (Clark County), NV",10.2,13.3
21599,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,All,14.2,"Indianapolis (Marion County), IN",11.9,16.9
21600,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,All,15.6,"Columbus, OH",12.7,19.0
21602,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,All,20.7,"Philadelphia, PA",18.5,22.8
21611,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Asian/PI,4.6,"Las Vegas (Clark County), NV",1.4,7.7
21622,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Black,17.5,"Las Vegas (Clark County), NV",11.6,23.3
21627,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Black,25.1,"Philadelphia, PA",30.8,39.4
21629,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Black,25.6,"Indianapolis (Marion County), IN",19.8,33.0
21631,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Black,28.3,"Columbus, OH",21.3,36.9
21648,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Hispanic,7.0,"Las Vegas (Clark County), NV",4.7,9.2
21653,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Hispanic,13.1,"Philadelphia, PA",8.2,18.0
21658,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Other,1.1,"Las Vegas (Clark County), NV",0.0,3.2
21669,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,White,7.1,"Portland (Multnomah County), OR",5.2,9.5
21674,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,White,9.7,"Indianapolis (Marion County), IN",7.3,12.8
21678,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,White,11.2,"Columbus, OH",7.9,15.4
21680,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,White,11.3,"Philadelphia, PA",8.9,13.7
21682,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,White,14.2,"Las Vegas (Clark County), NV",11.9,16.4
21696,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Female,All,3.1,"Philadelphia, PA",1.9,4.4
21698,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Female,All,4.2,"Las Vegas (Clark County), NV",2.9,5.5
21712,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Male,All,13.5,"Portland (Multnomah County), OR",10.0,17.9
21718,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Male,All,19.5,"Las Vegas (Clark County), NV",16.7,22.3
21721,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Male,All,27.1,"Indianapolis (Marion County), IN",22.4,32.6
21722,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Male,All,27.3,"Columbus, OH",21.8,33.8
21724,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Male,All,40.1,"Philadelphia, PA",35.7,44.4
21742,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Both,All,12.8,"Las Vegas (Clark County), NV",11.2,14.3
21745,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Both,All,16.6,"Columbus, OH",13.4,19.9
21746,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Both,All,16.7,"Indianapolis (Marion County), IN",14.2,19.7
21747,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Both,All,21.8,"Philadelphia, PA",19.5,24.0
21749,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Both,All,39.1,"Oakland (Alameda County), CA",30.9,48.8
21760,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Both,Asian/PI,6.6,"Las Vegas (Clark County), NV",3.0,10.2
21773,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Both,Black,19.4,"Las Vegas (Clark County), NV",13.0,25.7
21778,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Both,Black,29.2,"Columbus, OH",21.9,38.1
21779,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Both,Black,31.2,"Indianapolis (Marion County), IN",24.7,39.3
21781,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Both,Black,35.3,"Philadelphia, PA",30.9,39.7
21785,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Both,Black,59.6,"Oakland (Alameda County), CA",45.6,76.6
21793,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Both,Hispanic,5.7,"Las Vegas (Clark County), NV",3.7,7.6
21799,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Both,Hispanic,18.6,"Philadelphia, PA",13.0,24.1
21806,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Both,Other,5.1,"Las Vegas (Clark County), NV",0.0,10.8
21818,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Both,White,7.5,"Portland (Multnomah County), OR",5.5,10.0
21820,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Both,White,8.1,"Philadelphia, PA",6.0,10.2
21827,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Both,White,12.0,"Indianapolis (Marion County), IN",9.3,15.3
21828,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Both,White,13.1,"Columbus, OH",9.6,17.4
21831,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Both,White,15.9,"Las Vegas (Clark County), NV",13.5,18.4
21848,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Female,All,4.3,"Las Vegas (Clark County), NV",3.0,5.6
21849,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Female,All,4.4,"Philadelphia, PA",3.0,5.8
21850,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Female,All,5.7,"Oakland (Alameda County), CA",2.8,10.2
21861,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Male,All,14.2,"Portland (Multnomah County), OR",10.6,18.7
21868,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Male,All,21.4,"Las Vegas (Clark County), NV",18.4,24.3
21871,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Male,All,30.4,"Indianapolis (Marion County), IN",25.4,36.3
21872,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Male,All,31.5,"Columbus, OH",25.5,38.5
21873,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Male,All,33.3,"Oakland (Alameda County), CA",25.8,42.3
21874,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Male,All,40.8,"Philadelphia, PA",36.3,45.3
21878,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Both,All,3.7,"San Francisco, CA",3.0,4.6
21882,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Both,All,6.7,"San Diego County, CA",5.8,7.6
21883,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Both,All,9.0,"Portland (Multnomah County), OR",7.0,11.3
21887,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Both,All,10.3,"Fort Worth (Tarrant County), TX",8.9,11.8
21891,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Both,All,12.5,"Las Vegas (Clark County), NV",10.9,14.1
21893,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Both,All,16.6,"Philadelphia, PA",14.6,18.6
21894,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Both,All,17.3,"Columbus, OH",14.0,20.6
21895,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Both,All,19.6,"Oakland (Alameda County), CA",15.5,24.5
21896,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Both,All,21.1,"Indianapolis (Marion County), IN",18.2,24.3
21903,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Both,Asian/PI,1.3,"San Francisco, CA",0.7,2.4
21905,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Both,Asian/PI,2.6,"Las Vegas (Clark County), NV",0.3,5.0
21918,"Firearm-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Both,Black,14.2,"Fort Worth (Tarrant County), TX",10.3,19.1
